Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name	Chromosome Name	Gene Start (bp)	Gene End (bp)
ENSG00000248660	ENST00000489235	SRIP1	4	58969313	58969600
ENSG00000249105	ENST00000514266	RP11-25L5.2	4	58983924	58984236
ENSG00000249889	ENST00000511660	ALG1L11P	8	12036206	12040228
ENSG00000230562	ENST00000464802	FAM133DP	2	158236236	158236926
ENSG00000217379	ENST00000402485	RP11-254A17.1	6	19143926	19144391
ENSG00000255259	ENST00000531501	ZNF123P	11	129165181	129166376
ENSG00000249089	ENST00000503376	AIG1P1	5	39022513	39022660
ENSG00000215840	ENST00000400984	RP11-122G18.7	1	161375858	161376872
ENSG00000240704	ENST00000490941	KLF7P1	3	170670639	170671686
ENSG00000217325	ENST00000567272	PRELID1P1	6	126964634	126965536
ENSG00000217325	ENST00000403549	PRELID1P1	6	126964634	126965536
ENSG00000251215	ENST00000507317	GOLGA5P1	5	39169312	39170437
ENSG00000242841	ENST00000483942	KRT8P35	3	63082050	63083387
ENSG00000240121	ENST00000492051	RPS27P20	11	129407764	129408009
ENSG00000227923	ENST00000454641	RP5-905H7.7	7	62814411	62814743
ENSG00000217404	ENST00000405151	RPS4XP9	6	127004181	127004992
ENSG00000255188	ENST00000529684	RP11-507F16.1	11	129657959	129658085
ENSG00000240359	ENST00000475112	UBL5P3	3	63188894	63189124
ENSG00000224203	ENST00000416185	RPS23P10	1	161506361	161507948
ENSG00000236148	ENST00000479658	AC114752.2	2	64574327	64574875
ENSG00000236148	ENST00000598937	AC114752.2	2	64574327	64574875
ENSG00000236284	ENST00000417498	VN1R31P	7	62827805	62828534
ENSG00000204745	ENST00000454465	AC083899.3	2	87352513	87423770
ENSG00000255057	ENST00000525666	RP11-567M21.3	11	129878481	129879660
ENSG00000218643	ENST00000403848	RPL5P20	6	19348412	19349307
ENSG00000232240	ENST00000422272	RP5-1125M8.3	1	111866455	111866697
ENSG00000228937	ENST00000443768	AC005539.2	2	158817922	158819400
ENSG00000230361	ENST00000452234	VN1R32P	7	62837707	62838611
ENSG00000229887	ENST00000394002	HNRNPA1P6	1	58513847	58514963
ENSG00000234594	ENST00000420943	RP11-263C16.2	3	171252212	171252404
ENSG00000254471	ENST00000528393	RP11-885L14.1	11	79698556	79700673
ENSG00000177736	ENST00000411625	RP11-474P12.3	9	127730573	127731223
ENSG00000177736	ENST00000316488	RP11-474P12.3	9	127730573	127731223
ENSG00000224479	ENST00000430831	AC136289.1	3	63727969	63813121
ENSG00000224479	ENST00000437462	AC136289.1	3	63727969	63813121
ENSG00000224479	ENST00000436687	AC136289.1	3	63727969	63813121
ENSG00000224479	ENST00000443346	AC136289.1	3	63727969	63813121
ENSG00000213131	ENST00000392459	YWHAZP4	6	127676901	127677934
ENSG00000232630	ENST00000430496	PRPS1P2	9	127912932	127913868
ENSG00000255262	ENST00000526184	TCEB2P2	11	129902759	129903115
ENSG00000255262	ENST00000535377	TCEB2P2	11	129902759	129903115
ENSG00000231158	ENST00000420539	PTP4A1P1	2	158922057	158922571
ENSG00000234020	ENST00000423668	CHIAP3	1	111895897	111910031
ENSG00000249912	ENST00000456572	TRBV26	7	142403511	142403995
ENSG00000235332	ENST00000444599	RP11-366O20.5	9	127956928	127958100
ENSG00000223416	ENST00000488067	RPS26P15	1	58521805	58522152
ENSG00000225217	ENST00000445535	HSPA7	1	161576081	161578007
ENSG00000255014	ENST00000524544	ARL6IP1P3	11	80364473	80365032
ENSG00000241911	ENST00000477100	TRBVB	7	142419212	142419752
ENSG00000214012	ENST00000449496	KRT18P38	6	19612986	19614267
ENSG00000244273	ENST00000473644	PGBD4P1	7	142430182	142430588
ENSG00000237483	ENST00000452665	RP11-423E7.1	3	171943218	171943662
ENSG00000255535	ENST00000527151	RP11-679I18.4	11	129910260	129910966
ENSG00000214593	ENST00000453641	RP11-65N13.6	9	128026124	128026369
ENSG00000234890	ENST00000455248	HNRNPDLP2	2	159276467	159281815
ENSG00000215565	ENST00000400586	AP003041.1	11	129952103	129952367
ENSG00000254437	ENST00000531124	RP11-170L9.1	11	80668360	80668677
ENSG00000244451	ENST00000487566	RPL34P21	11	129952390	129952676
ENSG00000213315	ENST00000472287	CTD-3035D6.1	14	91232875	91233333
ENSG00000213315	ENST00000393407	CTD-3035D6.1	14	91232875	91233333
ENSG00000254747	ENST00000526864	RP11-664H7.1	11	81263268	81263558
ENSG00000231586	ENST00000448848	RPS23P9	1	161587782	161589375
ENSG00000230546	ENST00000441183	RP11-393I23.3	1	58550091	58550231
ENSG00000227845	ENST00000416693	RP11-184B22.2	9	128134604	128135045
ENSG00000227331	ENST00000393397	AC005042.2	2	159404937	159405736
ENSG00000220744	ENST00000406671	RPL5P18	6	127683658	127684548
ENSG00000217314	ENST00000407697	UQCRFS1P3	6	19638271	19639039
ENSG00000233216	ENST00000394974	RP11-414C16.1	1	58694354	58694675
ENSG00000248702	ENST00000510589	RP11-294J22.5	17	48874727	48875012
ENSG00000255358	ENST00000526902	RP11-567O18.1	11	130154918	130155728
ENSG00000258491	ENST00000553836	ZFP64P1	14	51171061	51172229
ENSG00000270209	ENST00000604022	RP4-592A1.4	1	59018585	59019005
ENSG00000255316	ENST00000528711	RP11-664H7.2	11	81266952	81267467
ENSG00000259266	ENST00000561045	RP11-183E24.1	15	98661400	98661549
ENSG00000243445	ENST00000468708	RP11-715J22.1	16	2382314	2382733
ENSG00000185839	ENST00000427762	RP4-592A1.2	1	59096513	59097202
ENSG00000185839	ENST00000330659	RP4-592A1.2	1	59096513	59097202
ENSG00000255220	ENST00000534547	DDX18P5	11	130165536	130166841
ENSG00000214761	ENST00000444886	HNRNPA1P15	9	128357948	128358907
ENSG00000270701	ENST00000605877	RP11-876F14.2	11	81553477	81553711
ENSG00000220522	ENST00000406554	RP1-177A13.1	6	127737680	127738097
ENSG00000248237	ENST00000504389	RP11-593F5.1	4	61649833	61650414
ENSG00000179460	ENST00000429983	EEF1A1P27	7	20621695	20622829
ENSG00000236698	ENST00000419267	EIF1AXP1	1	17012116	17012550
ENSG00000224463	ENST00000453523	AC079354.6	2	203096419	203096572
ENSG00000241439	ENST00000466506	RP11-666A20.3	3	125677399	125677660
ENSG00000231675	ENST00000453230	AC005042.3	2	159559799	159559972
ENSG00000238098	ENST00000512848	ABCA17P	16	2389151	2476700
ENSG00000238098	ENST00000469908	ABCA17P	16	2389151	2476700
ENSG00000238098	ENST00000482286	ABCA17P	16	2389151	2476700
ENSG00000238098	ENST00000505660	ABCA17P	16	2389151	2476700
ENSG00000238098	ENST00000466730	ABCA17P	16	2389151	2476700
ENSG00000238098	ENST00000494925	ABCA17P	16	2389151	2476700
ENSG00000243792	ENST00000411729	OR7E89P	2	159710267	159711088
ENSG00000271227	ENST00000603072	RP1-152L7.8	6	52553459	52553796
ENSG00000220694	ENST00000404780	RP3-403A15.1	6	127756781	127757334
ENSG00000213075	ENST00000426558	RPL31P11	1	161653485	161655042
ENSG00000213075	ENST00000454082	RPL31P11	1	161653485	161655042
ENSG00000231525	ENST00000447806	AC002486.2	7	20628613	20629708
ENSG00000251491	ENST00000505191	OR7E28P	2	159718823	159719797
ENSG00000237674	ENST00000438425	GSTA7P	6	52604388	52609454
ENSG00000241261	ENST00000489069	RPL17P19	4	62077370	62077921
ENSG00000213908	ENST00000595391	CYP2A7P1	19	41530172	41533625
ENSG00000213908	ENST00000301171	CYP2A7P1	19	41530172	41533625
ENSG00000188668	ENST00000454836	OR7E90P	2	159731154	159732182
ENSG00000268869	ENST00000414828	ESPNP	1	17013834	17046652
ENSG00000268869	ENST00000270691	ESPNP	1	17013834	17046652
ENSG00000268869	ENST00000492551	ESPNP	1	17013834	17046652
ENSG00000268869	ENST00000535711	ESPNP	1	17013834	17046652
ENSG00000255155	ENST00000525240	RP11-535N6.2	11	130414538	130414751
ENSG00000219284	ENST00000403830	RP11-151M7.1	6	127954103	127956466
ENSG00000223866	ENST00000435098	AC002486.3	7	20681181	20681571
ENSG00000226439	ENST00000461060	RP11-621K7.1	4	62641167	62641568
ENSG00000213189	ENST00000392798	BTF3L4P2	2	159860287	159861065
ENSG00000213189	ENST00000392326	BTF3L4P2	2	159860287	159861065
ENSG00000236616	ENST00000532665	BAK1P2	11	130416694	130417324
ENSG00000226261	ENST00000405197	AC064836.3	2	203200747	203201450
ENSG00000270802	ENST00000603164	AC005776.1	19	15449759	15450048
ENSG00000218187	ENST00000405809	RP11-325O24.1	6	127976005	127976423
ENSG00000227097	ENST00000473748	RP11-742N3.1	11	82400571	82400944
ENSG00000227097	ENST00000536099	RP11-742N3.1	11	82400571	82400944
ENSG00000255352	ENST00000531876	PPP1R10P1	11	130659126	130660920
ENSG00000260212	ENST00000568952	RP11-325O24.5	6	127980569	127981483
ENSG00000226878	ENST00000412746	GSTM3P2	2	159912606	159913371
ENSG00000228121	ENST00000412562	PHBP3	1	59465348	59466166
ENSG00000229700	ENST00000446953	RP1-130G2.1	6	20042686	20043171
ENSG00000248249	ENST00000505816	RP11-598O12.1	4	176883212	176883636
ENSG00000229808	ENST00000457671	RP11-456P18.2	1	161860623	161861986
ENSG00000229808	ENST00000458136	RP11-456P18.2	1	161860623	161861986
ENSG00000217228	ENST00000402398	RP1-152L7.1	6	52630078	52643145
ENSG00000236136	ENST00000429195	ADORA2BP	1	209917718	209918559
ENSG00000224005	ENST00000438951	AC022400.1	10	75473354	75473609
ENSG00000255063	ENST00000528645	RP11-718B12.1	11	82516396	82517551
ENSG00000219699	ENST00000407841	RP11-325O24.2	6	127980835	127981724
ENSG00000250372	ENST00000503381	MARK2P4	4	176933189	176935568
ENSG00000219451	ENST00000405810	RPL23P8	7	20866945	20867372
ENSG00000236012	ENST00000427832	HIGD1AP12	1	111922913	111923193
ENSG00000269765	ENST00000600023	CTB-187L3.1	19	15626153	15627647
ENSG00000241183	ENST00000472115	RP11-106J23.1	16	70113032	70113527
ENSG00000237684	ENST00000413753	RPSAP35	4	118334618	118335435
ENSG00000242338	ENST00000584747	BMS1P4	10	75475601	75490227
ENSG00000242338	ENST00000441263	BMS1P4	10	75475601	75490227
ENSG00000270915	ENST00000603240	RP11-27M5.1	2	203369735	203370066
ENSG00000241654	ENST00000466869	RPL19P18	17	9493219	9493799
ENSG00000264242	ENST00000578471	RP11-271K11.1	17	28880715	28885980
ENSG00000236047	ENST00000435125	AC073410.1	2	203385124	203385712
ENSG00000254441	ENST00000527936	RP11-718B12.5	11	82546551	82548264
ENSG00000270893	ENST00000605196	RP11-311B14.1	2	160300628	160301424
ENSG00000225832	ENST00000454835	RP3-348I23.3	6	20722559	20723886
ENSG00000225046	ENST00000420331	RP1-20I3.3	X	129464831	129465043
ENSG00000227179	ENST00000436252	PGCP1	1	111925482	111934441
ENSG00000227179	ENST00000411951	PGCP1	1	111925482	111934441
ENSG00000269516	ENST00000593402	CYP4F23P	19	15674885	15695520
ENSG00000269516	ENST00000600439	CYP4F23P	19	15674885	15695520
ENSG00000213492	ENST00000441170	NT5C3AP1	4	118495667	118497329
ENSG00000213492	ENST00000394500	NT5C3AP1	4	118495667	118497329
ENSG00000225369	ENST00000420635	AC009506.2	2	160318928	160319767
ENSG00000227243	ENST00000451067	SLAMF6P1	1	162415339	162415676
ENSG00000248480	ENST00000503966	RP11-313E19.1	4	177552543	177554382
ENSG00000227941	ENST00000447827	UQCRBP2	1	162511122	162511418
ENSG00000261145	ENST00000569264	RP11-296I10.5	16	70236257	70236362
ENSG00000225405	ENST00000470598	RP11-84A1.1	4	62971378	62971767
ENSG00000228110	ENST00000442505	ST13P19	1	210438981	210440587
ENSG00000228110	ENST00000425218	ST13P19	1	210438981	210440587
ENSG00000242279	ENST00000474462	RP11-659G9.1	11	82668465	82669258
ENSG00000268101	ENST00000594920	CYP2G2P	19	41556354	41568349
ENSG00000251463	ENST00000507284	FKBP4P1	4	119114560	119115906
ENSG00000255500	ENST00000525487	RP11-347H15.2	11	50227332	50228444
ENSG00000223619	ENST00000411522	AC009960.1	2	203478937	203479427
ENSG00000254522	ENST00000530976	RP11-113K21.1	11	82751848	82752445
ENSG00000227684	ENST00000457096	CROCCP4	1	17076728	17077459
ENSG00000241344	ENST00000483696	RPL21P47	4	63114012	63114488
ENSG00000261556	ENST00000573141	RP11-296I10.6	16	70253477	70279519
ENSG00000261556	ENST00000581050	RP11-296I10.6	16	70253477	70279519
ENSG00000261556	ENST00000565246	RP11-296I10.6	16	70253477	70279519
ENSG00000261556	ENST00000568855	RP11-296I10.6	16	70253477	70279519
ENSG00000255042	ENST00000531666	RP11-347H15.5	11	50246832	50254505
ENSG00000230739	ENST00000451015	RP11-331H2.4	1	162794585	162819257
ENSG00000213130	ENST00000431410	EEF1DP5	6	128901258	128902029
ENSG00000233455	ENST00000451327	RP4-667H12.4	1	210477029	210477885
ENSG00000250249	ENST00000509121	RP11-30P21.2	4	63157280	63158055
ENSG00000231870	ENST00000420566	KRT17P3	17	28894718	28898766
ENSG00000271299	ENST00000605729	CTD-2356P16.6	19	41579709	41580012
ENSG00000254309	ENST00000519431	RP11-89M20.1	8	35978916	35979201
ENSG00000233888	ENST00000424336	AC009960.2	2	203479576	203480252
ENSG00000220771	ENST00000404566	RP3-322L4.2	6	21602359	21602614
ENSG00000270936	ENST00000605288	RP5-879K22.1	1	210635689	210636356
ENSG00000255001	ENST00000529536	RP11-347H15.3	11	50249920	50250104
ENSG00000248847	ENST00000512059	RP11-26C10.1	4	63355213	63355936
ENSG00000253504	ENST00000517463	RP11-593P24.2	8	36135281	36136404
ENSG00000268529	ENST00000601990	CYP2T3P	19	41640627	41643213
ENSG00000230783	ENST00000449832	AC009961.2	2	160545728	160546802
ENSG00000235433	ENST00000431030	AC009960.4	2	203480492	203481163
ENSG00000227259	ENST00000427588	HMGN2P22	2	101207612	101207786
ENSG00000224668	ENST00000455509	IPO8P1	1	211032519	211035627
ENSG00000254384	ENST00000519399	MTND6P19	8	36136478	36137001
ENSG00000227055	ENST00000435771	AC009961.5	2	160668745	160670520
ENSG00000248336	ENST00000508668	HMGN1P11	4	63376187	63376489
ENSG00000253685	ENST00000517498	RP11-593P24.3	8	36137009	36137214
ENSG00000186715	ENST00000455405	MST1L	1	17081405	17096732
ENSG00000186715	ENST00000442552	MST1L	1	17081405	17096732
ENSG00000186715	ENST00000544155	MST1L	1	17081405	17096732
ENSG00000186715	ENST00000545160	MST1L	1	17081405	17096732
ENSG00000186715	ENST00000389184	MST1L	1	17081405	17096732
ENSG00000229332	ENST00000412993	PGBD4P8	1	60563087	60563648
ENSG00000253610	ENST00000522549	RP11-139F9.1	8	36165763	36165882
ENSG00000259507	ENST00000557841	RP11-719C20.1	15	99010069	99010641
ENSG00000180673	ENST00000510543	EXOC5P1	4	63682544	63684512
ENSG00000254840	ENST00000528459	RP11-574M7.1	11	50266852	50320877
ENSG00000254840	ENST00000532731	RP11-574M7.1	11	50266852	50320877
ENSG00000254840	ENST00000533230	RP11-574M7.1	11	50266852	50320877
ENSG00000254840	ENST00000532103	RP11-574M7.1	11	50266852	50320877
ENSG00000221930	ENST00000592932	FAM45B	X	129628939	129630562
ENSG00000221930	ENST00000408950	FAM45B	X	129628939	129630562
ENSG00000221930	ENST00000539800	FAM45B	X	129628939	129630562
ENSG00000250329	ENST00000512118	KDELC1P1	5	127445178	127446686
ENSG00000223622	ENST00000424144	GSTA6P	6	52670411	52678258
ENSG00000234004	ENST00000427600	RP11-543B16.1	1	211346819	211347193
ENSG00000234004	ENST00000457822	RP11-543B16.1	1	211346819	211347193
ENSG00000232337	ENST00000417893	AC009313.2	2	161905117	161907057
ENSG00000237542	ENST00000443775	AC009960.5	2	203481423	203481935
ENSG00000224476	ENST00000496996	RPL36P16	19	41675766	41676071
ENSG00000231442	ENST00000506036	LARP1BP1	4	64215832	64217190
ENSG00000118990	ENST00000470810	GLRXP3	5	161178454	161178774
ENSG00000226034	ENST00000448444	NANOGNBP1	2	101276661	101277140
ENSG00000220110	ENST00000406055	RP1-6P5.2	6	128960333	128960798
ENSG00000227667	ENST00000434394	RP11-331H2.3	1	162949341	162949583
ENSG00000233134	ENST00000416968	AC009960.7	2	203482007	203482350
ENSG00000254320	ENST00000522004	RP11-593P24.4	8	36178557	36178922
ENSG00000229369	ENST00000439400	RP13-225O21.5	9	130062372	130063261
ENSG00000250768	ENST00000508984	RP11-204H9.2	4	65296627	65298933
ENSG00000241877	ENST00000472309	RP11-84H6.1	4	179207849	179208439
ENSG00000250591	ENST00000503996	PRSS3P1	7	142468264	142471794
ENSG00000250591	ENST00000539842	PRSS3P1	7	142468264	142471794
ENSG00000214883	ENST00000532521	RP11-574M7.2	11	50368213	50381487
ENSG00000267135	ENST00000592379	AD000091.3	19	15722434	15722720
ENSG00000226986	ENST00000431591	RP11-543B16.2	1	211380389	211381286
ENSG00000226986	ENST00000397651	RP11-543B16.2	1	211380389	211381286
ENSG00000225755	ENST00000450164	RP11-267N12.2	1	163207004	163208987
ENSG00000250839	ENST00000506509	RP11-296L20.1	4	179990591	179990748
ENSG00000225067	ENST00000471227	RPL23AP2	19	15722467	15722934
ENSG00000225067	ENST00000455510	RPL23AP2	19	15722467	15722934
ENSG00000244708	ENST00000468780	RPL23P10	8	36438698	36439109
ENSG00000251430	ENST00000514397	RP11-63H19.1	4	65472136	65472331
ENSG00000271677	ENST00000604558	RP1-274L7.3	X	129679560	129680448
ENSG00000220884	ENST00000404287	MESTP1	6	129250140	129251133
ENSG00000259706	ENST00000559111	HSP90B2P	15	99797837	99800220
ENSG00000251385	ENST00000509187	RP11-63H19.2	4	65473421	65474549
ENSG00000248921	ENST00000511607	RP11-774G5.1	4	180778006	180778734
ENSG00000241221	ENST00000414607	AC009960.6	2	203482418	203482710
ENSG00000251025	ENST00000508134	RP11-751A18.1	4	181494617	181495180
ENSG00000233337	ENST00000436366	UBE2FP3	1	111980136	111980659
ENSG00000219491	ENST00000510120	TPT1P8	8	36746000	36746825
ENSG00000230375	ENST00000452866	RP11-392A23.4	6	52712708	52735127
ENSG00000254351	ENST00000523141	ARL2BPP5	5	162188839	162189319
ENSG00000255078	ENST00000534364	OR4A6P	11	51393464	51394433
ENSG00000238188	ENST00000440178	RP5-875H3.2	X	129779697	129780299
ENSG00000227454	ENST00000450281	MTND4P30	2	203482706	203483604
ENSG00000226881	ENST00000475267	H3F3AP5	X	50648438	50648866
ENSG00000226881	ENST00000414444	H3F3AP5	X	50648438	50648866
ENSG00000243503	ENST00000495560	AC090453.1	8	36845495	36845930
ENSG00000255349	ENST00000531463	OR4A7P	11	51425921	51426830
ENSG00000268034	ENST00000600996	AC005795.1	19	42012068	42012814
ENSG00000238190	ENST00000453854	HMGB1P15	X	50674114	50674548
ENSG00000255010	ENST00000527291	RP11-113K21.3	11	82817622	82818003
ENSG00000227547	ENST00000527276	OR4A2P	11	51451070	51451982
ENSG00000225813	ENST00000429684	AC009299.4	2	162138413	162139129
ENSG00000269800	ENST00000598554	PLEKHA3P1	19	42027403	42028349
ENSG00000248770	ENST00000503847	RP11-665C14.1	4	182158511	182158717
ENSG00000254965	ENST00000525775	RP11-113K21.2	11	82822102	82822484
ENSG00000258446	ENST00000557756	RP11-895M11.2	14	91885793	91886095
ENSG00000254527	ENST00000526818	ENPP7P12	8	12063268	12063898
ENSG00000229326	ENST00000432914	AC069154.4	2	120456199	120457733
ENSG00000229326	ENST00000541202	AC069154.4	2	120456199	120457733
ENSG00000232320	ENST00000482477	AC009299.5	2	162197325	162197837
ENSG00000232320	ENST00000331934	AC009299.5	2	162197325	162197837
ENSG00000219642	ENST00000403332	BMPR1APS1	6	129478668	129480265
ENSG00000253650	ENST00000523647	SMARCE1P4	8	36952668	36952908
ENSG00000219404	ENST00000403247	RP11-524C21.1	6	22213535	22214466
ENSG00000230671	ENST00000437256	NDUFS5P5	4	119321669	119321989
ENSG00000268295	ENST00000594073	RP11-248B24.4	14	92069517	92069777
ENSG00000227493	ENST00000439389	RP11-104D21.1	X	50773422	50774357
ENSG00000215867	ENST00000443599	KRT18P57	1	112190913	112192166
ENSG00000237215	ENST00000526803	ABC12-47043100G14.2	8	12147580	12153689
ENSG00000254464	ENST00000532193	OR4A3P	11	51455830	51456700
ENSG00000225356	ENST00000511599	RP11-433O3.1	4	182443813	182444154
ENSG00000225356	ENST00000423200	RP11-433O3.1	4	182443813	182444154
ENSG00000271532	ENST00000602999	RP11-426K3.1	2	101684840	101685118
ENSG00000233311	ENST00000430139	AC009960.3	2	203483908	203484619
ENSG00000255051	ENST00000528022	BCAS2P1	11	82843098	82845779
ENSG00000248610	ENST00000511877	HSPA8P4	5	129475724	129477643
ENSG00000223920	ENST00000416440	RP11-430G17.1	1	62119866	62120580
ENSG00000258774	ENST00000554450	NANOGP7	14	92070746	92071663
ENSG00000254623	ENST00000524692	DEFB108P4	8	12198935	12203285
ENSG00000154608	ENST00000502249	CEP170P1	4	119388745	119476483
ENSG00000154608	ENST00000412784	CEP170P1	4	119388745	119476483
ENSG00000154608	ENST00000450306	CEP170P1	4	119388745	119476483
ENSG00000254769	ENST00000532898	OR4A4P	11	51458685	51459614
ENSG00000254769	ENST00000599355	OR4A4P	11	51458685	51459614
ENSG00000237793	ENST00000424057	RPL18AP16	X	152927611	152928147
ENSG00000237793	ENST00000537422	RPL18AP16	X	152927611	152928147
ENSG00000230926	ENST00000447309	RP11-104D21.2	X	50825664	50834074
ENSG00000256211	ENST00000444513	RP11-1018J11.1	12	17142060	17142870
ENSG00000258962	ENST00000556233	RP11-747H7.1	14	92175455	92176961
ENSG00000255560	ENST00000530815	OR4R2P	11	51461564	51462160
ENSG00000236646	ENST00000444290	LAMTOR5P1	1	62504514	62504783
ENSG00000236809	ENST00000441817	SNX25P1	1	211590367	211591276
ENSG00000215339	ENST00000530515	ZNF705C	8	12213645	12216900
ENSG00000218476	ENST00000404015	RP11-108N13.1	6	23102908	23103774
ENSG00000255312	ENST00000533375	OR4C7P	11	51483325	51484243
ENSG00000226121	ENST00000420969	AHCTF1P1	2	162357396	162364216
ENSG00000226121	ENST00000435109	AHCTF1P1	2	162357396	162364216
ENSG00000225122	ENST00000430516	RP11-408E1.1	1	163392195	163392954
ENSG00000238137	ENST00000457786	ARPC3P2	1	211615616	211616148
ENSG00000230845	ENST00000412182	RP11-392A23.5	6	52737812	52744738
